incident_day_of_week,police_district,incident_hour,zipcode,crime,population,population_density,housing_units,occupied_housing_units,median_home_value,median_household_income
Monday,Out of SF,4,94158.0,1,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,Out of SF,5,94103.0,2,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,Out of SF,6,94103.0,2,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,Out of SF,6,94108.0,2,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,Out of SF,6,94110.0,1,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,Out of SF,6,94115.0,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Out of SF,6,94127.0,2,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,Out of SF,6,94158.0,2,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,Out of SF,7,94103.0,1,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,Out of SF,7,94107.0,1,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,Out of SF,7,94108.0,2,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,Out of SF,7,94116.0,1,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,Out of SF,7,94124.0,1,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,Out of SF,7,94134.0,1,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,Out of SF,7,94158.0,1,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,Out of SF,8,94103.0,13,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,Out of SF,8,94108.0,6,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,Out of SF,8,94110.0,3,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,Out of SF,8,94134.0,1,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,Out of SF,9,94102.0,1,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,Out of SF,9,94103.0,1,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,Out of SF,9,94108.0,3,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,Out of SF,9,94112.0,2,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,Out of SF,9,94118.0,1,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Out of SF,9,94124.0,2,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,Out of SF,9,94158.0,4,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,Out of SF,10,94103.0,3,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,Out of SF,10,94112.0,1,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,Out of SF,10,94116.0,2,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,Out of SF,10,94124.0,1,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,Out of SF,10,94158.0,2,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,Out of SF,11,94103.0,3,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,Out of SF,11,94118.0,2,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Out of SF,11,94158.0,4,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,Out of SF,12,94103.0,2,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,Out of SF,12,94105.0,1,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,Out of SF,12,94107.0,2,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,Out of SF,12,94108.0,5,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,Out of SF,12,94110.0,3,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,Out of SF,12,94116.0,3,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,Out of SF,12,94117.0,1,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Out of SF,12,94118.0,2,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Out of SF,13,94103.0,1,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,Out of SF,13,94108.0,4,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,Out of SF,13,94116.0,1,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,Out of SF,13,94158.0,1,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,Out of SF,14,94103.0,1,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,Out of SF,14,94108.0,2,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,Out of SF,14,94110.0,1,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,Out of SF,14,94116.0,2,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,Out of SF,14,94158.0,1,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,Out of SF,15,94103.0,2,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,Out of SF,15,94110.0,1,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,Out of SF,15,94124.0,2,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,Out of SF,15,94158.0,6,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,Out of SF,16,94102.0,1,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,Out of SF,16,94103.0,1,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,Out of SF,16,94112.0,1,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,Out of SF,16,94118.0,4,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Out of SF,17,94102.0,1,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,Out of SF,17,94103.0,2,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,Out of SF,17,94108.0,4,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,Out of SF,17,94110.0,1,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,Out of SF,17,94118.0,1,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Out of SF,17,94158.0,3,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,Out of SF,18,94110.0,1,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,Out of SF,18,94112.0,1,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,Out of SF,18,94118.0,4,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Out of SF,18,94158.0,1,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,Out of SF,19,94102.0,2,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,Out of SF,19,94103.0,1,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,Out of SF,19,94108.0,3,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,Out of SF,19,94116.0,2,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,Out of SF,19,94158.0,2,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,Out of SF,20,94102.0,3,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,Out of SF,20,94108.0,4,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,Out of SF,20,94110.0,1,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,Out of SF,20,94116.0,2,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,Out of SF,20,94124.0,2,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,Out of SF,20,94134.0,1,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,Out of SF,21,94103.0,3,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,Out of SF,21,94110.0,2,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,Out of SF,21,94114.0,1,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Out of SF,21,94116.0,1,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,Out of SF,21,94124.0,2,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,Out of SF,21,94158.0,1,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,Out of SF,22,94108.0,1,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,Out of SF,22,94110.0,1,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,Out of SF,22,94115.0,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Out of SF,22,94158.0,1,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,Out of SF,23,94103.0,3,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,Out of SF,23,94108.0,2,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,Out of SF,23,94116.0,1,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,Park,0,94114.0,9,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,0,94115.0,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Park,0,94117.0,31,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,0,94118.0,4,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,0,94122.0,2,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Park,0,94131.0,6,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,Park,1,94102.0,1,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,Park,1,94114.0,2,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,1,94117.0,8,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,1,94122.0,1,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Park,2,94117.0,15,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,2,94118.0,3,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,3,94114.0,1,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,3,94117.0,6,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,3,94118.0,3,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,3,94122.0,3,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Park,4,94114.0,7,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,4,94117.0,17,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,4,94118.0,4,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,5,94114.0,5,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,5,94117.0,6,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,5,94118.0,3,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,5,94131.0,3,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,Park,6,94110.0,1,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,Park,6,94114.0,2,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,6,94115.0,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Park,6,94117.0,12,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,6,94118.0,3,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,6,94122.0,3,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Park,6,94131.0,4,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,Park,7,94114.0,4,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,7,94115.0,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Park,7,94117.0,25,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,7,94118.0,5,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,8,94114.0,9,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,8,94115.0,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Park,8,94117.0,36,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,8,94118.0,5,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,8,94122.0,1,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Park,9,94102.0,3,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,Park,9,94114.0,1,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,9,94115.0,3,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Park,9,94117.0,28,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,9,94118.0,7,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,9,94122.0,1,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Park,9,94131.0,2,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,Park,10,94112.0,1,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,Park,10,94114.0,3,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,10,94115.0,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Park,10,94117.0,42,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,10,94118.0,7,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,10,94122.0,10,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Park,10,94131.0,9,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,Park,11,94114.0,13,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,11,94115.0,4,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Park,11,94117.0,31,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,11,94118.0,9,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,11,94122.0,1,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Park,11,94131.0,5,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,Park,11,94158.0,1,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,Park,12,94105.0,1,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,Park,12,94114.0,10,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,12,94115.0,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Park,12,94117.0,30,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,12,94118.0,8,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,12,94122.0,1,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Park,12,94127.0,1,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,Park,12,94131.0,9,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,Park,13,94114.0,3,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,13,94115.0,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Park,13,94117.0,28,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,13,94118.0,9,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,13,94131.0,11,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,Park,14,94114.0,1,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,14,94117.0,34,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,14,94118.0,6,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,14,94131.0,1,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,Park,15,94114.0,8,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,15,94115.0,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Park,15,94117.0,32,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,15,94118.0,6,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,15,94122.0,1,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Park,15,94131.0,4,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,Park,16,94102.0,1,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,Park,16,94110.0,1,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,Park,16,94114.0,3,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,16,94115.0,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Park,16,94117.0,38,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,16,94118.0,9,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,16,94122.0,1,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Park,16,94131.0,4,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,Park,17,94114.0,4,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,17,94115.0,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Park,17,94117.0,28,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,17,94118.0,4,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,17,94122.0,3,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Park,17,94131.0,3,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,Park,18,94102.0,2,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,Park,18,94110.0,1,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,Park,18,94112.0,1,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,Park,18,94114.0,3,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,18,94115.0,3,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Park,18,94117.0,37,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,18,94118.0,11,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,18,94122.0,2,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Park,18,94131.0,4,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,Park,18,94132.0,2,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Monday,Park,19,94114.0,10,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,19,94115.0,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Park,19,94117.0,30,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,19,94118.0,6,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,19,94122.0,4,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Park,19,94131.0,4,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,Park,20,94114.0,11,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,20,94117.0,29,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,20,94118.0,7,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,20,94122.0,2,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Park,20,94131.0,6,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,Park,21,94114.0,4,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,21,94115.0,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Park,21,94117.0,15,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,21,94118.0,2,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,21,94131.0,2,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,Park,22,94114.0,5,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,22,94115.0,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Park,22,94117.0,18,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,22,94118.0,15,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,22,94131.0,4,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,Park,23,94114.0,8,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,Park,23,94115.0,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Park,23,94117.0,26,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Park,23,94118.0,2,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Park,23,94122.0,3,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Richmond,0,94102.0,1,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,Richmond,0,94115.0,10,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Richmond,0,94118.0,24,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Richmond,0,94122.0,17,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Richmond,1,94115.0,3,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Richmond,1,94118.0,10,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Richmond,1,94122.0,14,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Richmond,2,94115.0,3,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Richmond,2,94118.0,10,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Richmond,2,94122.0,7,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Richmond,3,94115.0,2,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Richmond,3,94118.0,6,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Richmond,3,94122.0,1,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Richmond,4,94115.0,2,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Richmond,4,94118.0,7,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Richmond,4,94122.0,9,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Richmond,5,94118.0,6,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Richmond,5,94122.0,1,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Richmond,6,94115.0,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Richmond,6,94118.0,7,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Richmond,6,94122.0,4,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Richmond,7,94108.0,1,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,Richmond,7,94115.0,2,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Richmond,7,94118.0,8,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Richmond,7,94122.0,9,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Richmond,8,94115.0,8,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Richmond,8,94118.0,27,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Richmond,8,94122.0,15,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Richmond,9,94115.0,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Richmond,9,94118.0,21,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Richmond,9,94122.0,8,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Richmond,10,94115.0,16,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Richmond,10,94118.0,31,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Richmond,10,94122.0,23,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Richmond,11,94115.0,4,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Richmond,11,94118.0,33,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Richmond,11,94122.0,26,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Richmond,11,94129.0,1,3183.0,1381.0,1132.0,1086.0,,143320.0
Monday,Richmond,12,94115.0,11,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Richmond,12,94118.0,24,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Richmond,12,94122.0,40,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Richmond,13,94108.0,1,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,Richmond,13,94115.0,3,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Richmond,13,94118.0,44,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Richmond,13,94122.0,32,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Richmond,14,94115.0,4,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,Richmond,14,94118.0,29,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Richmond,14,94122.0,16,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Richmond,14,94134.0,1,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,Richmond,15,94117.0,1,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,Richmond,15,94118.0,40,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,Richmond,15,94122.0,24,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,Richmond,15,94129.0,2,3183.0,1381.0,1132.0,1086.0,,143320.0
